,bank,bank_name,bank_code,atm,atm_detail,address,ward,district,ward_level,district_level,unnamed,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,number_of_results,status
764,Pvcom Bank,Ngan hang TMCP Dai Chung Viet Nam,28,ATM Hoang Quoc Viet,ATM,"359 Hoang Quoc Viet, Cau Giay, Ha Noi.,Viet Nam",Phuong Nghia Tan,Quan Cau Giay,Phuong,Quan ,82,"359 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội 100000, Vietnam",21.0460346,105.7935655,ROOFTOP,ChIJoQHxdDCrNTERlKF0pfqqXi0,street_address,100000,1,OK
765,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"36 Bat Dan, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Bo,Quan Hoan Kiem,Phuong,Quan ,131,"36 Bát Đàn, Hàng Bồ, Hoàn Kiếm, Hà Nội, Vietnam",21.0338211,105.8468581,ROOFTOP,ChIJVVZ6fr6rNTER1gDI_sRH4xI,street_address,0,1,OK
766,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Cong ty Anh Minh,ATM,"36 Hoang Cau, Dong Da, Ha Noi,Viet Nam",Phuong O Cho Dua,Quan Dong Da,Phuong,Quan ,100,"36 Hoàng Cầu, Chợ Dừa, Đống Đa, Hà Nội, Vietnam",21.0183513,105.8240645,ROOFTOP,ChIJPX-VfHmrNTERn6BuoAtdZ4A,street_address,0,1,OK
767,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC - PGD So 04,ATM,"36 Hoang Cau, P O Cho Dua, Q Dong Da, Ha Noi,Viet Nam",Phuong O Cho Dua,Quan Dong Da,Phuong,Quan ,85,"36 Hoàng Cầu, Chợ Dừa, Đống Đa, Hà Nội, Vietnam",21.0183799,105.8240195,ROOFTOP,ChIJi13G2gmrNTERcNS_HN2O_ck,"establishment,point_of_interest,real_estate_agency",0,1,OK
768,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"36 Nguyen Co Thach, Nam Tu Liem, Ha Noi,Viet Nam",Phuong My Dinh 1,Quan Nam Tu Liem,Phuong,Quan ,132,"36 Phố Nguyễn Cơ Thạch, Mỹ Đình 1, Nam Từ Liêm, Hà Nội, Vietnam",21.0298767,105.7639167,ROOFTOP,ChIJAxWn8YxVNDERCYmYl0V2MbM,street_address,0,1,OK
769,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1105-CN Dong Da,ATM,"360 Tay Son, Dong Da, Ha Noi,Viet Nam",Phuong Thinh Quang,Quan Dong Da,Phuong,Quan ,83,"360 Tây Sơn, Thịnh Quang, Đống Đa, Hà Nội, Vietnam",21.004645,105.821979,ROOFTOP,ChIJ7aEV9IOsNTERO1hZEWoU4Cs,street_address,0,1,OK
770,DongA Bank,Ngan hang TMCP Dong A,12,Nha Hat Mua Roi TW,ATM,"361 Truong Chinh, Phuong Khuong Trung, Quan Thanh Xuan, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Khuong Trung,Quan Thanh Xuan,Phuong,Quan ,161,"361 Trường Chinh, Ngã Tư Sở, Đống Đa, Hà Nội, Vietnam",21.0025158,105.8215594,ROOFTOP,ChIJlQyfQ4SsNTERbpZwEGgNSwM,street_address,0,1,OK
771,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Truong Chinh 1,ATM,"361 Truong Chinh, Thanh Xuan, Ha Noi,Viet Nam",Phuong Khuong Trung,Quan Thanh Xuan,Phuong,Quan ,101,"361 Trường Chinh, Ngã Tư Sở, Đống Đa, Hà Nội, Vietnam",21.0025158,105.8215594,ROOFTOP,ChIJlQyfQ4SsNTERbpZwEGgNSwM,street_address,0,1,OK
772,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,VPBank Dong Do ATM,ATM,"362 Pho Hue, phuong Pho Hue, quan Hai Ba Trung, HN,Viet Nam",Phuong Pho Hue,Quan Hai Ba Trung,Phuong,Quan ,383,"362 Phố Huế, Lê Đại Hành, Hai Bà Trưng, Hà Nội, Vietnam",21.009113,105.851436,ROOFTOP,ChIJi-OzxoqrNTER0EuO_XwYJhw,street_address,0,1,OK
773,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1204-CN Dong Do,ATM,"363 Hoang Quoc Viet, Quan Cau Giay, Ha Noi,Viet Nam",Phuong Nghia Tan,Quan Cau Giay,Phuong,Quan ,84,"363 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội, Vietnam",21.046074,105.793606,ROOFTOP,ChIJRz3hdDCrNTEREJ_yenoVyyY,street_address,0,1,OK
774,ACB,Ngan hang TMCP A Chau,2,"ATM, PGD HOANG QUOC VIET",ATM,"365 - 367 Hoang Quoc Viet, P. Nghia Tan, Quan Cau Giay, Ha Noi,Viet Nam",Phuong Nghia Tan,Quan Cau Giay,Phuong,Quan ,40,"365, 367 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội, Vietnam",21.046074,105.793763,ROOFTOP,ChIJRVZddTCrNTERbJ9yDAajLWI,"bank,establishment,finance,point_of_interest",0,2,OK
775,DongA Bank,Ngan hang TMCP Dong A,12,DongA Bank - PGD Ly Nam De,ATM,"36C Ly Nam De, Phuong Cua Dong, Quan Hoan Kiem, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Cua Dong,Quan Hoan Kiem,Phuong,Quan ,162,"36c Lý Nam Đế, Điện Bàn, Ba Đình, Hà Nội, Vietnam",21.0317976,105.8442458,ROOFTOP,ChIJwS38hL2rNTERCmU1LZAZ_aA,street_address,0,1,OK
776,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Cong an quan Ba Dinh ATM,ATM,"37 Dien Bien Phu, phuong Dien Bien, quan Ba Dinh, HN,Viet Nam",Phuong Dien Bien,Quan Ba Dinh,Phuong,Quan ,384,"37 Điện Biên Phủ, Điện Bàn, Ba Đình, Hà Nội, Vietnam",21.0330786,105.8383641,ROOFTOP,ChIJxeMBjaKrNTERvNtatNnfCEo,premise,0,1,OK
777,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Benh vien Viet Nam-Cu Ba ATM,ATM,"37 Hai Ba Trung, phuong Trang Tien, Hai Ba Trung, Ha noi,Viet Nam",Phuong Trang Tien,Quan Hoan Kiem,Phuong,Quan ,385,"37 Hai Bà Trưng, 37 Hai Bà Trưng, Tràng Tiền, Hoàn Kiếm, Hà Nội, Vietnam",21.024929,105.8501173,ROOFTOP,ChIJy-2LgpSrNTERi8HTEUetLfo,"bus_station,establishment,point_of_interest,transit_station",0,1,OK
778,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1351-PGD Dong Xuan,ATM,"37 Hang Chieu, Hoan Kiem, Ha Noi,Viet Nam",Phuong Dong Xuan,Quan Hoan Kiem,Phuong,Quan ,85,"37 Hàng Chiếu, Đồng Xuân, Hoàn Kiếm, Hà Nội, Vietnam",21.0372115,105.8514163,RANGE_INTERPOLATED,EkEzNyBIw6BuZyBDaGnhur91LCDEkOG7k25nIFh1w6JuLCBIb8OgbiBLaeG6v20sIEjDoCBO4buZaSwgVmlldG5hbSIaEhgKFAoSCS_lJLq4qzUxEYWoqdxUszcRECU,street_address,0,1,OK
779,TPBank,Ngan hang TMCP Tien Phong,37,ATM Ba Dinh,ATM,"37 Phan Dinh Phung, Ba Dinh, Ha Noi,Viet Nam",Phuong Quan Thanh,Quan Ba Dinh,Phuong,Quan ,102,"37 Phan Đình Phùng, Quán Thánh, Ba Đình, Hà Nội, Vietnam",21.0401101,105.8434557,ROOFTOP,ChIJvVpn_rqrNTERsW9mIz3sdzo,premise,0,1,OK
780,SCB,Ngan hang TMCP Sai Gon,31,CN HAI BA TRUNG,ATM,"37 Pho Nguyen Dinh Chieu, Phuong Le Dai Hanh, Quan Hai Ba Trung, Thanh Pho Ha Noi,Viet Nam",Phuong Le Dai Hanh,Quan Hai Ba Trung,Phuong,Quan ,86,"37 P. Nguyễn Đình Chiểu, Lê Đại Hành, Hai Bà Trưng, Hà Nội, Vietnam",21.0141365,105.8471254,ROOFTOP,ChIJGxZfBIyrNTERnj4CxGSipx0,premise,0,1,OK
781,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Bac Ha Noi,ATM,"370 Ngoc Lam, Long Bien, Ha Noi,Viet Nam",Phuong Ngoc Lam,Quan Long Bien,Phuong,Quan ,86,"370 Ngọc Lâm, Long Biên, Hà Nội, Vietnam",21.0480386,105.874599,ROOFTOP,ChIJZbVlmNWrNTERUwpkCfO3ldg,premise,0,1,OK
782,Bản Việt,Ngan hang TMCP Ban Viet,6,CN Thang Long,ATM,"375 - 377 Hoang Quoc Viet, P. Nghia Tan, Q. Cau giay, Ha Noi,Viet Nam",Phuong Nghia Tan,Quan Cau Giay,Phuong,Quan ,317,"375, 377 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội, Vietnam",21.0460292,105.7930305,ROOFTOP,ChIJEcnzcjCrNTERsete3Wz8bBA,"atm,bank,establishment,finance,point_of_interest",0,1,OK
783,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"38 Ba Trieu, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Bai,Quan Hoan Kiem,Phuong,Quan ,133,"38 Bà Triệu, Tràng Tiền, Hoàn Kiếm, Hà Nội, Vietnam",21.0237155,105.8506576,ROOFTOP,ChIJofEDbJOrNTER69gfzXWle9g,premise,0,1,OK
784,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,ATM Cong ty co phan Buu Dien ATM,ATM,"38 Chua Lang, Lang Thuong, Dong Da, HN,Viet Nam",Phuong Lang Thuong,Quan Dong Da,Phuong,Quan ,386,"38 Chùa Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",21.0220325,105.8012089,ROOFTOP,ChIJI5giAWirNTERiPY6D_1xkRo,street_address,0,1,OK
785,BaoVietBank,Ngan hang TMCP Bao Viet,7,PGD Tran Xuan Soan,ATM,"38 Tran Xuan Soan, Phuong Ngo Thi Nham Quan Hai Ba Trung, Ha Noi,Viet Nam",Phuong Ngo Thi Nham,Quan Hai Ba Trung,Phuong,Quan ,325,"38 Trần Xuân Soạn, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, Vietnam",21.017067,105.854446,ROOFTOP,ChIJlUbz7PKrNTERdQTE-oMiqVk,street_address,0,1,OK
786,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990007 - ATM PGD Lieu Giai,ATM,"381 Doi Can, Lieu Giai, Ba Dinh, Ha Noi,Viet Nam",Phuong Lieu Giai,Quan Ba Dinh,Phuong,Quan ,163,"381 Đội Cấn, Liễu Giai, Ba Đình, Hà Nội, Vietnam",21.038271,105.813481,ROOFTOP,ChIJFbvmrxOrNTERem0jcVESVBs,street_address,0,1,OK
787,Bản Việt,Ngan hang TMCP Ban Viet,6,PGD Hai Ba Trung,ATM,"382 - 384 Tran Khat Chan, phuong Thanh Nhan, quan Hai Ba Trung, TP. Ha Noi,Viet Nam",Phuong Thanh Nhan,Quan Hai Ba Trung,Phuong,Quan ,318,"382 Trần Khát Chân, Thanh Nhàn, Hai Bà Trưng, Hà Nội 100000, Vietnam",21.0092541,105.8566858,ROOFTOP,ChIJT9nktvWrNTERwQJzjA5bBTQ,street_address,100000,1,OK
788,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Cong an quan Dong Da ATM,ATM,"382 Kham Thien, phuong Tho Quan, quan Dong Da, HN,Viet Nam",Phuong Tho Quan,Quan Dong Da,Phuong,Quan ,387,"382 Khâm Thiên, Thổ Quan, Đống Đa, Hà Nội, Vietnam",21.01929,105.831149,ROOFTOP,ChIJ1a9n6IKrNTER2d97EjR-Aew,street_address,0,1,OK
789,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Nguyen Trai,ATM,"384-386 Nguyen Trai, Thanh Xuan, Ha Noi,Viet Nam",Phuong Thanh Xuan Trung,Quan Thanh Xuan,Phuong,Quan ,103,"384, 386 Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Vietnam",20.9937665,105.8055479,ROOFTOP,ChIJq6t4-JWsNTERLyRLF_xyPHU,subpremise,0,1,OK
790,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Hoang Quoc Viet,ATM,"387 Hoang Quoc Viet, Cau Giay, Ha Noi,Viet Nam",Phuong Nghia Tan,Quan Cau Giay,Phuong,Quan ,104,"387 Hoàng Quốc Việt, Cổ Nhuế, Cầu Giấy, Hà Nội, Vietnam",21.0460537,105.7828307,RANGE_INTERPOLATED,EkczODcgSG_DoG5nIFF14buRYyBWaeG7h3QsIEPhu5UgTmh14bq_LCBD4bqndSBHaeG6pXksIEjDoCBO4buZaSwgVmlldG5hbSIbEhkKFAoSCeX9wNYyqzUxEQiX6fzVqTwTEIMD,street_address,0,1,OK
791,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC - PGD Dao Tan,ATM,"39 Dao Tan, P Ngoc Khanh, Q Ba Dinh,Viet Nam",Phuong Ngoc Khanh,Quan Ba Dinh,Phuong,Quan ,87,"Số 46 Đào Tấn, Ngọc Khánh, Ba Đình, Hà Nội 100000, Vietnam",21.03307,105.8072,ROOFTOP,ChIJjfun62qrNTERLk9ksd7weBo,"bank,establishment,finance,point_of_interest",100000,1,OK
792,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"39 Hang Chuoi, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Pham Dinh Ho,Quan Hai Ba Trung,Phuong,Quan ,134,"39 Hàng Chuối, Phạm Đình Hổ, Hai Bà Trưng, Hà Nội, Vietnam",21.0171077,105.8574331,ROOFTOP,ChIJS1ifFvKrNTERZ04m6CxevSU,street_address,0,1,OK
793,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990016 - ATM 39 Hang Ga - Ha Noi,ATM,"39 Hang Ga, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Bo,Quan Hoan Kiem,Phuong,Quan ,164,"39 Hàng Gà, Hàng Bồ, Hoàn Kiếm, Hà Nội, Vietnam",21.0353001,105.8472848,ROOFTOP,ChIJFWdoor6rNTERcP4p81KEo-Q,street_address,0,1,OK
794,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC PGD Van Phuc,ATM,"39 Van Phuc, P Kim Ma, Q Ba Dinh, Ha Noi,Viet Nam",Phuong Kim Ma,Quan Ba Dinh,Phuong,Quan ,88,"39 Phố Vạn Phúc, Liễu Giai, Ba Đình, Hà Nội, Vietnam",21.0330159,105.8190158,ROOFTOP,ChIJ_ZBiyXKrNTER23LsyYjb2F8,"bank,establishment,finance,point_of_interest",0,1,OK
795,Vietbank,Ngan hang TMCP Viet Nam Thuong Tin,43,ATM PGD Ha Dong,ATM,"391 Duong Quang Trung, Phuong Quang Trung, Quan Ha Dong, Ha Noi,Viet Nam",Phuong Quang Trung,Quan Dong Da,Phuong,Quan ,89,"391 Đường Quang Trung, Hà Cầu, Hà Đông, Hà Nội, Vietnam",20.9647794,105.7683901,ROOFTOP,ChIJz6tBvNlSNDERyCnrYNbamOU,street_address,0,1,OK
796,Bắc Á bank,Ngan hang TMCP Bac A,5,"ATM Tran Phu, Quan Ha Dong ",ATM,"395 Duong Quang Trung, Phuong Quang Trung, Quan Ha Dong, Ha Noi,Viet Nam",Phuong Quang Trung,Quan Ha Dong,Phuong,Quan ,304,"395 Đường Quang Trung, Hà Cầu, Hà Đông, Hà Nội, Vietnam",20.9647952,105.7682184,ROOFTOP,ChIJayvAvNlSNDERi31R2RpNOXw,street_address,0,1,OK
797,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"396 Truong Dinh, Hoang Mai, Ha Noi,Viet Nam",Phuong Tan Mai,Quan Hoang Mai,Phuong,Quan ,136,"396 Trương Định, Tân Mai, Hoàng Mai, Hà Nội, Vietnam",20.9867043,105.8466213,ROOFTOP,ChIJrXokiGmsNTERetkdX5xAcD4,premise,0,1,OK
798,ACB,Ngan hang TMCP A Chau,2,"ATM, PGD NGOC LAM",ATM,"398 Nguyen Van Cu, P. Bo De, Quan Long Bien, Ha Noi,Viet Nam",Phuong Bo De,Quan Long Bien,Phuong,Quan ,41,"398 Đ. Nguyễn Văn Cừ, Ngọc Lâm, Long Biên, Hà Nội, Vietnam",21.0460221,105.8769376,ROOFTOP,ChIJa0afDX6pNTERJrxBEolbGXw,street_address,0,1,OK
799,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,VPBank Ngo Quyen ATM,ATM,"39A Ngo Quyen, phuong Hang Bai, quan Hoan Kiem, HN,Viet Nam",Phuong Hang Bai,Quan Hoan Kiem,Phuong,Quan ,388,"39a P. Ngô Quyền, Phan Chu Trinh, Hoàn Kiếm, Hà Nội, Vietnam",21.021343,105.854268,ROOFTOP,ChIJ0aFKHu2rNTERlY9in0nA-7k,street_address,0,1,OK
800,HSBC,Ngan hang TNHH MTV HSBC Viet Nam,17,"ATM A871, A872",ATM,"3C Le Thai To, Khu vuc Ho Hoan Kiem, phuong Hang Trong, Quan Hoan Kiem,Viet Nam",Phuong Hang Trong,Quan Hoan Kiem,Phuong,Quan ,165,"Hoàn Kiếm Lake, Hang Trong, Hoàn Kiếm, Hanoi, Vietnam",21.0286669,105.8521484,APPROXIMATE,ChIJlclXM5WrNTERDqL5tGu_ugE,"establishment,natural_feature",0,1,OK
801,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,VPBank Ha Noi ATM,ATM,"4 Da Tuong, phuong Tran Hung Dao, quan Hoan Kiem, HN,Viet Nam",Phuong Tran Hung Dao,Quan Hoan Kiem,Phuong,Quan ,389,"4 Dã Tượng, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0240541,105.8464116,ROOFTOP,ChIJ28sQX5GrNTERYNg-xsr82Dg,premise,0,1,OK
802,Sea Bank,Ngan hang TMCP Dong Nam A,32,ATM SeABank Ho Tung Mau,ATM,"4/124 Ho Tung Mau, Cau Giay, Ha Noi,Viet Nam",Phuong Mai Dich,Quan Cau Giay,Phuong,Quan ,106,"4, 124 Đường Hồ Tùng Mậu, Mai Dịch, Cầu Giấy, Hà Nội, Vietnam",21.037177,105.776193,ROOFTOP,EkM0LCAxMjQgxJDGsOG7nW5nIEjhu5MgVMO5bmcgTeG6rXUsIEPhuqd1IEdp4bqleSwgSMOgIE7hu5lpLCBWaWV0bmFtIh0aGwoWChQKEgmDc30HtlQ0MREL7fpmfPg_NhIBNA,subpremise,0,1,OK
803,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"40 Bui Thi Xuan, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Bui Thi Xuan,Quan Hai Ba Trung,Phuong,Quan ,137,"40 Bùi Thị Xuân, Hai Bà Trưng, Hà Nội, Vietnam",21.0163452,105.8497286,ROOFTOP,ChIJe9N6AI2rNTERQAiap79x550,premise,0,1,OK
804,Indovina,Ngan hang TNHH Indovina,48,Horizon,ATM,"40 Cat Linh, Khach San Horizon, Ha Noi,Viet Nam",Phuong Cat Linh,Quan Dong Da,Phuong,Quan ,166,"40 Cat Linh, Str Entrance, 61 Phố Giảng Võ, Str, Hà Nội, 010000, Vietnam",21.0300623,105.8281199,ROOFTOP,ChIJ__8jvJWrNTER9H4bXX-RqFI,"establishment,lodging,point_of_interest",10000,1,OK
805,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Trung tam Canh sat 113 ATM,ATM,"40 Hang Bai, phuong Hang Bai, quan Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Bai,Quan Hoan Kiem,Phuong,Quan ,390,"Hàng Bài, Hoàn Kiếm, Hà Nội, Vietnam",21.021096,105.8517814,APPROXIMATE,ChIJF8I70ZKrNTER6g_1_97L33E,"political,sublocality,sublocality_level_1",0,1,OK
806,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Tu Liem,ATM,"40 Pho Nhon, P. Tay Tuu, Tu Liem, Ha Noi,Viet Nam",Phuong Tay Tuu,Quan Bac Tu Liem,Phuong,Quan ,107,"40 Phố Nhổn, Xuân Phương, Từ Liêm, Hà Nội, Vietnam",21.0551668,105.7318734,ROOFTOP,ChIJr2T8CldUNDER-6BOTk2vWWM,street_address,0,1,OK
807,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,211018 - ATM PGD Phung Hung,ATM,"40 Phung Hung, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Bong,Quan Hoan Kiem,Phuong,Quan ,167,"40 Phùng Hưng, Hàng Bông, Hoàn Kiếm, Hà Nội, Vietnam",21.0297326,105.8445107,ROOFTOP,ChIJ6T_0R5arNTERIU3MtFjnG3o,premise,0,1,OK
808,Pgbank,Ngan hang TMCP Xang dau Petrolimex,26,ATM Cau Dien,ATM,"406 Ho Tung Mau, NamTu Liem, Ha Noi,Viet Nam",Phuong Cau Dien,Quan Nam Tu Liem,Phuong,Quan ,87,"406 Đường Hồ Tùng Mậu, Cầu Diễn, Cầu Giấy, Hà Nội, Vietnam",21.0414217,105.7628619,ROOFTOP,ChIJWU8fhOxVNDER96Zcf83h_kI,street_address,0,1,OK
809,SCB,Ngan hang TMCP Sai Gon,31,PGD LONG BIEN,ATM,"409 Duong Nguyen Van Cu, Phuong Ngoc Lam, Quan Long Bien, Thanh Pho Ha Noi,Viet Nam",Phuong Ngoc Lam,Quan Long Bien,Phuong,Quan ,88,"409 Đ. Nguyễn Văn Cừ, Ngọc Lâm, Long Biên, Hà Nội, Vietnam",21.0471047,105.8783847,ROOFTOP,ChIJvTaxXH6pNTERANPG_NTQXgE,street_address,0,1,OK
810,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Bat Su,ATM,"41 Bat Su, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Bo,Quan Hoan Kiem,Phuong,Quan ,108,"41 Bát Sứ, Hàng Bồ, Hoàn Kiếm, Hà Nội, Vietnam",21.0345687,105.8475726,ROOFTOP,ChIJg3wwkL6rNTERzXh6BQ827L0,premise,0,1,OK
811,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990078 - ATM Tru so chinh CN Chuong Duong,ATM,"41 Hai Ba Trung,Phuong Tran Hung Dao,Quan Hoan Kiem, Thanh pho Ha Noi,Viet Nam",Phuong Tran Hung Dao,Quan Hoan Kiem,Phuong,Quan ,168,"Capital Building, 41 Hai Bà Trưng, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0253296,105.8482034,ROOFTOP,ChIJnfLLdJSrNTERnJWif1bOoTQ,premise,0,1,OK
812,DongA Bank,Ngan hang TMCP Dong A,12,DongA Bank - PGD Tay Ho,ATM,"412 Lac Long Quan, Phuong Nhat Tan, Quan Tay Ho, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Nhat Tan,Quan Tay Ho,Phuong,Quan ,169,"412 Đ. Lạc Long Quân, Xuân La, Tây Hồ, Hà Nội, Vietnam",21.0701055,105.8120308,ROOFTOP,ChIJLUCwTu-qNTERmpgOvHrs64o,street_address,0,1,OK
813,NamABank,Ngan hang TMCP Nam A,22,CN Ha Noi,ATM,"413 Kim Ma, Phuong Ngoc Khanh, Quan Ba Dinh, Ha Noi,Viet Nam",Phuong Ngoc Khanh,Quan Ba Dinh,Phuong,Quan ,89,"413 Kim Mã, Ngọc Khánh, Ba Đình, Hà Nội, Vietnam",21.0303348,105.8152454,ROOFTOP,ChIJ42NIo22rNTERnpRudjigUWM,street_address,0,1,OK
814,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Chuong Duong,ATM,"414 Nguyen Van Cu, Long Bien, Ha Noi,Viet Nam",Phuong Bo De,Quan Long Bien,Phuong,Quan ,109,"414 Đ. Nguyễn Văn Cừ, Ngọc Lâm, Long Biên, Hà Nội, Vietnam",21.0465953,105.8784012,ROOFTOP,ChIJdS34Zn6pNTERYTUUVFzqnIQ,premise,0,1,OK
815,Eximbank,Ngan hang TMCP Xuat Nhap Khau,13,Toa nha Arimex Long Bien:,ATM,"414 Nguyen Van Cu, Quan Long Bien, Ha Noi,Viet Nam",Phuong Ngoc Lam,Quan Long Bien,Phuong,Quan ,170,"414 Đ. Nguyễn Văn Cừ, Ngọc Lâm, Long Biên, Hà Nội, Vietnam",21.0465953,105.8784012,ROOFTOP,ChIJdS34Zn6pNTERYTUUVFzqnIQ,premise,0,1,OK
816,Vietbank,Ngan hang TMCP Viet Nam Thuong Tin,43,ATM PGD Lang Ha,ATM,"416 Duong Lang , Phuong Lang Ha, Quan Dong Da, Ha Noi.,Viet Nam",Phuong Lang Ha,Quan Dong Da,Phuong,Quan ,90,"416 Đ. Láng, Nhân Chính, Đống Đa, Hà Nội, Vietnam",21.009023,105.813965,ROOFTOP,ChIJA1EfpJ2sNTERUbOn6OzizCk,street_address,0,1,OK
817,VietA Bank,Ngan hang TMCP Viet A,42,PGD Phan Dinh Phung,ATM,"41B Phan Dinh Phung, Ha Noi,Viet Nam",Phuong Quan Thanh,Quan Ba Dinh,Phuong,Quan ,110,"41B Phan Đình Phùng, Quán Thánh, Ba Đình, Hà Nội, Vietnam",21.040426,105.842786,ROOFTOP,ChIJw-1_5LqrNTERxM1n29YzDJ8,street_address,0,1,OK
818,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Nam Thang Long,ATM,"421 Hoang Quoc Viet,Viet Nam",Phuong Co Nhue 1,Quan Bac Tu Liem,Phuong,Quan ,91,"421 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội, Vietnam",21.0457623,105.7860569,ROOFTOP,ChIJ25cZTDKrNTERDSIcNhHinps,premise,0,1,OK
819,VIB,Ngan hang TMCP Quoc Te,41,ATM539,ATM,"43 Gia Ngu, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Bac,Quan Hoan Kiem,Phuong,Quan ,111,"43 Phố Gia Ngư, Hàng Bạc, Hoàn Kiếm, Hà Nội, Vietnam",21.0328524,105.8521714,ROOFTOP,ChIJ19mfhr-rNTERZrl8OqFUkG4,premise,0,1,OK
820,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"43 Hai Ba Trung, Hoan Kiem, Ha Noi,Viet Nam",Phuong Tran Hung Dao,Quan Hoan Kiem,Phuong,Quan ,138,"43 Hai Bà Trưng, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.025382,105.8476529,ROOFTOP,ChIJo8YPCZSrNTERGI90vsy98Hg,premise,0,1,OK
821,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Toa nha Vien khoa hoc thong ke,ATM,"43 Nguyen Chi Thanh, Dong Da, Ha Noi,Viet Nam",Phuong Ngoc Khanh,Quan Ba Dinh,Phuong,Quan ,112,"43 Nguyễn Chí Thanh, Ngọc Khánh, Ba Đình, Hà Nội, Vietnam",21.0261508,105.8121555,ROOFTOP,ChIJhb3w1W6rNTERW_efYL2O89A,street_address,0,1,OK
822,SCB,Ngan hang TMCP Sai Gon,31,PGD NGUYEN THI DINH,ATM,"43 Pho Nguyen Thi Dinh, Phuong Trung Hoa, Quan Cau Giay, Thanh Pho Ha Noi,Viet Nam",Phuong Trung Hoa,Quan Cau Giay,Phuong,Quan ,90,"43 Phố Nguyễn Thị Định, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",21.0110823,105.804756,ROOFTOP,ChIJkWjiD6CsNTEREi3dYq5eehY,premise,0,1,OK
